acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,9,100,300,7.1
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,9,100,1000,6.7
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,9,400,300,6.4
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,9,400,1000,6.4
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,18,100,300,13.5
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,18,100,1000,12.6
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,18,400,300,12.0
0.9408592600111658,0.939704613510633,0.9408592600111658,30,12,18,400,1000,11.9
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,9,100,300,9.1
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,9,100,1000,8.4
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,9,400,300,7.4
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,9,400,1000,7.2
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,18,100,300,17.2
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,18,100,1000,15.5
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,18,400,300,13.8
0.9408592600111658,0.939704613510633,0.9408592600111658,30,20,18,400,1000,13.3
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,9,100,300,24.0
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,9,100,1000,22.3
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,9,400,300,21.3
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,9,400,1000,21.0
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,18,100,300,44.5
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,18,100,1000,42.5
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,18,400,300,40.4
0.9408592600111658,0.939704613510633,0.9408592600111658,100,12,18,400,1000,39.7
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,9,100,300,30.2
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,9,100,1000,26.8
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,9,400,300,24.2
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,9,400,1000,23.9
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,18,100,300,52.6
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,18,100,1000,52.0
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,18,400,300,46.4
0.9408592600111658,0.939704613510633,0.9408592600111658,100,20,18,400,1000,45.3
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,9,100,300,91.9
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,9,100,1000,88.9
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,9,400,300,80.9
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,9,400,1000,83.8
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,18,100,300,175.5
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,18,100,1000,171.7
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,18,400,300,161.5
0.9408592600111658,0.939704613510633,0.9408592600111658,400,12,18,400,1000,149.7
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,9,100,300,117.8
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,9,100,1000,97.1
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,9,400,300,86.6
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,9,400,1000,85.3
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,18,100,300,207.1
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,18,100,1000,185.9
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,18,400,300,166.6
0.9408592600111658,0.939704613510633,0.9408592600111658,400,20,18,400,1000,162.6
