acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,9,100,300,6.4
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,9,100,1000,6.1
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,9,400,300,5.8
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,9,400,1000,5.8
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,18,100,300,11.9
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,18,100,1000,11.6
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,18,400,300,11.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,12,18,400,1000,11.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,9,100,300,8.6
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,9,100,1000,7.8
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,9,400,300,6.8
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,9,400,1000,6.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,18,100,300,16.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,18,100,1000,15.4
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,18,400,300,13.3
0.9584327259808151,0.9588895092117952,0.9584327259808151,30,20,18,400,1000,13.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,9,100,300,21.1
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,9,100,1000,20.3
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,9,400,300,19.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,9,400,1000,19.1
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,18,100,300,39.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,18,100,1000,39.5
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,18,400,300,38.3
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,12,18,400,1000,36.4
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,9,100,300,28.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,9,100,1000,26.4
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,9,400,300,23.5
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,9,400,1000,22.8
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,18,100,300,55.9
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,18,100,1000,51.5
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,18,400,300,43.9
0.9584327259808151,0.9588895092117952,0.9584327259808151,100,20,18,400,1000,43.2
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,9,100,300,85.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,9,100,1000,81.5
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,9,400,300,76.9
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,9,400,1000,76.2
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,18,100,300,159.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,18,100,1000,154.5
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,18,400,300,147.2
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,12,18,400,1000,145.7
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,9,100,300,114.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,9,100,1000,104.2
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,9,400,300,90.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,9,400,1000,88.4
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,18,100,300,223.1
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,18,100,1000,206.0
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,18,400,300,176.3
0.9584327259808151,0.9588895092117952,0.9584327259808151,400,20,18,400,1000,176.6
