acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times
0.721260721717505,0.7233923767954119,0.7150180175607775,30,12,9,100,300,6.1
0.7106278231741359,0.715221032330102,0.7070116225955438,30,12,9,100,1000,5.6
0.7035730599401107,0.7096888798660103,0.7004517078617469,30,12,9,400,300,5.4
0.7034207988631173,0.7080140080190834,0.7009211795158098,30,12,9,400,1000,5.2
0.7264502867583617,0.7264375983352789,0.7167055778307871,30,12,18,100,300,11.3
0.7156905039841649,0.7201948941785515,0.7114398822514338,30,12,18,100,1000,10.5
0.7095366187890169,0.7136476678678374,0.7070116225955438,30,12,18,400,300,9.7
0.7096761914429275,0.7140536974064863,0.7056412729026037,30,12,18,400,1000,9.5
0.7312211338374867,0.7286200071055169,0.7205882352941176,30,20,9,100,300,7.1
0.7175937674465818,0.7210577069481805,0.7117824696746688,30,20,9,100,1000,6.3
0.7081028269806628,0.7124295792518905,0.7035984367862762,30,20,9,400,300,5.7
0.705565142364107,0.7106532000203015,0.702342282901081,30,20,9,400,1000,5.4
0.7347612038775821,0.7311069380297417,0.7223138608333757,30,20,18,100,300,13.3
0.7191290666395981,0.721717504948485,0.7141425163680658,30,20,18,100,1000,11.7
0.7122138760594833,0.7144597269451353,0.7077602395574278,30,20,18,400,300,10.3
0.7113256864436888,0.714815002791453,0.7068720499416332,30,20,18,400,1000,10.0
0.7208673806019388,0.7228340861797696,0.7140790742526519,100,12,9,100,300,20.2
0.7103613662893975,0.7153732934070953,0.7076460437496828,100,12,9,100,1000,18.6
0.7029005735167233,0.7094858650966858,0.7005785920925748,100,12,9,400,300,17.8
0.7032939146322895,0.7086738060193879,0.700680099477237,100,12,9,400,1000,17.2
0.7255747855656499,0.7261838298736233,0.7192559508704258,100,12,18,100,300,37.8
0.715335228137847,0.718672283408618,0.7128736740597879,100,12,18,100,1000,35.1
0.7105009389433081,0.7143582195604731,0.7070116225955438,100,12,18,400,300,32.5
0.7092194082119474,0.7145104806374664,0.7063264477490737,100,12,18,400,1000,32.4
0.7314241486068112,0.727351164797239,0.7216540628330711,100,20,9,100,300,23.7
0.7171496726386845,0.7206516774095315,0.7123534487133939,100,20,9,100,1000,20.5
0.7077602395574278,0.7125310866365528,0.7039410242095112,100,20,9,400,300,18.6
0.7067324772877227,0.7125310866365528,0.7036365020555245,100,20,9,400,1000,18.3
0.7340506521849465,0.7297365883368016,0.7238745368725574,100,20,18,100,300,44.1
0.7198015530629853,0.7204486626402071,0.7152590975993504,100,20,18,100,1000,38.6
0.7127087245597117,0.7157793229457443,0.7092067197888646,100,20,18,400,300,34.1
0.7108562147896259,0.714764249099122,0.7081155154037456,100,20,18,400,1000,33.2
0.7220854692178856,0.7245089580266965,0.7158427650611582,400,12,9,100,300,80.7
0.7121377455209866,0.71694665786936,0.7088006902502157,400,12,9,100,1000,74.1
0.7036491904786073,0.7095873724813481,0.7010861290158859,400,12,9,400,300,70.6
0.7026214282089022,0.7089783281733746,0.7003628889001675,400,12,9,400,1000,69.2
0.7258158656042227,0.7265898594122723,0.7191798203319292,400,12,18,100,300,150.4
0.7162361061767244,0.719941125716896,0.7122265644825662,400,12,18,100,1000,138.4
0.710792772674212,0.7150687712531086,0.7074557174034412,400,12,18,400,300,130.0
0.7102344820585698,0.7159315840227376,0.70740496371111,400,12,18,400,1000,127.6
0.7327056793381719,0.7293305587981526,0.7228340861797696,400,20,9,100,300,96.2
0.7182281886007207,0.7203471552555448,0.713673044714003,400,20,9,100,1000,81.9
0.708381972288484,0.7137999289448307,0.7046261990559813,400,20,9,400,300,74.2
0.7058315992488453,0.7112622443282749,0.7033573567477034,400,20,9,400,1000,72.8
0.7349007765314927,0.7302441252601126,0.723671522103233,400,20,18,100,300,176.7
0.7198396183322336,0.7214637364868294,0.7155001776379232,400,20,18,100,1000,154.0
0.7125945287519667,0.7159315840227376,0.7095366187890169,400,20,18,400,300,137.3
0.711541389636096,0.7159823377150688,0.7085976754808913,400,20,18,400,1000,133.2
