acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times
0.9035679845708775,0.9008272851849972,0.9026924833781658,30,12,9,100,300,5.8
0.9008907273004111,0.8986956301070903,0.9007130893772521,30,12,9,100,1000,5.2
0.8979723899913719,0.8961071917982033,0.8980612089529513,30,12,9,400,300,5.0
0.8979850784144546,0.8960564381058722,0.8975156067603918,30,12,9,400,1000,4.9
0.9037202456478709,0.901182561031315,0.9027432370704969,30,12,18,100,300,10.9
0.9013728873775567,0.8994569354920571,0.9013855758006395,30,12,18,100,1000,9.6
0.8978835710297924,0.8960564381058722,0.8980992742221997,30,12,18,400,300,9.1
0.8979723899913719,0.8961071917982033,0.8979977668375374,30,12,18,400,1000,8.9
0.9036441151093743,0.9011318073389839,0.9026671065320002,30,20,9,100,300,6.3
0.9013348221083084,0.8993554281073948,0.9008526620311628,30,20,9,100,1000,5.5
0.8979723899913719,0.8961071917982033,0.8982896005684413,30,20,9,400,300,5.1
0.8975409836065574,0.8957519159518855,0.897502918337309,30,20,9,400,1000,5.1
0.9038217530325331,0.9014363294929706,0.9028574328782419,30,20,18,100,300,11.9
0.9017662284931228,0.8995076891843882,0.9010556768004873,30,20,18,100,1000,10.2
0.8979723899913719,0.8961071917982033,0.8982007816068619,30,20,18,400,300,9.4
0.8979723899913719,0.8961071917982033,0.898023143683703,30,20,18,400,1000,9.2
0.9031746434553114,0.9008780388773283,0.902502157031924,100,12,9,100,300,19.6
0.9008653504542455,0.898594122722428,0.9007765314926661,100,12,9,100,1000,18.1
0.8979723899913719,0.8961071917982033,0.8979723899913719,100,12,9,400,300,17.1
0.8979850784144546,0.8961071917982033,0.8977439983758818,100,12,9,400,1000,16.7
0.9038090646094503,0.9012333147236461,0.9032634624168908,100,12,18,100,300,36.9
0.9018423590316196,0.899862965030706,0.9015632137237984,100,12,18,100,1000,37.2
0.8979723899913719,0.8961071917982033,0.8979597015682891,100,12,18,400,300,32.6
0.8979723899913719,0.8961071917982033,0.8979597015682891,100,12,18,400,1000,30.8
0.903428411916967,0.9010302999543217,0.9027432370704969,100,20,9,100,300,22.5
0.9008653504542455,0.898594122722428,0.9006496472618383,100,20,9,100,1000,28.3
0.8979723899913719,0.8961071917982033,0.8979343247221235,100,20,9,400,300,21.9
0.8979723899913719,0.8961071917982033,0.8978581941836269,100,20,9,400,1000,18.3
0.9038217530325331,0.9012333147236461,0.903200020301477,100,20,18,100,300,43.9
0.9015124600314673,0.8995076891843882,0.9014236410698878,100,20,18,100,1000,39.8
0.8979850784144546,0.8961071917982033,0.8979850784144546,100,20,18,400,300,33.9
0.8979723899913719,0.8961071917982033,0.8979977668375374,100,20,18,400,1000,35.7
0.9035552961477947,0.9008272851849972,0.9028447444551592,400,12,9,100,300,85.4
0.9008653504542455,0.898594122722428,0.9008653504542455,400,12,9,100,1000,85.6
0.8979723899913719,0.8961071917982033,0.8979723899913719,400,12,9,400,300,70.1
0.8979723899913719,0.8961071917982033,0.8979343247221235,400,12,9,400,1000,71.0
0.903885195147947,0.9010810536466528,0.9031619550322286,400,12,18,100,300,156.7
0.901702786377709,0.8997614576460438,0.9015505253007157,400,12,18,100,1000,140.5
0.8979723899913719,0.8961071917982033,0.8979597015682891,400,12,18,400,300,146.9
0.8979723899913719,0.8961071917982033,0.8979597015682891,400,12,18,400,1000,135.5
0.9036821803786226,0.901182561031315,0.9029843171090697,400,20,9,100,300,92.2
0.9008653504542455,0.898594122722428,0.9010556768004873,400,20,9,100,1000,78.6
0.8979723899913719,0.8961071917982033,0.8979723899913719,400,20,9,400,300,71.0
0.8979723899913719,0.8961071917982033,0.8979597015682891,400,20,9,400,1000,80.5
0.9039232604171954,0.9013348221083084,0.9032761508399736,400,20,18,100,300,172.5
0.9015251484545501,0.8996599502613816,0.9013348221083084,400,20,18,100,1000,146.9
0.8979723899913719,0.8961071917982033,0.8979597015682891,400,20,18,400,300,158.6
0.8979723899913719,0.8961071917982033,0.8979597015682891,400,20,18,400,1000,146.8
