acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times,f1_train,f1_test
0.5027013273398074,0.49444895212839646,0.486829792346946,30,12,9,100,300,68.1,0.4886364443001871,0.47990972563238676
0.4734772344966993,0.468840909540678,0.45642961141031624,30,12,9,100,1000,63.1,0.4575785262351222,0.4526514501204879
0.4602434163097409,0.4560302916361573,0.44672971177360304,30,12,9,400,300,65.7,0.44407208364907746,0.43942247984071336
0.461051976874037,0.4565712137103956,0.4464780967728256,30,12,9,400,1000,60.4,0.4449916655228002,0.4400710767472092
0.4950313105183552,0.4868562532570765,0.47672561242808476,30,12,18,100,300,119.3,0.4822891279697154,0.4736194993262052
0.45936983164412026,0.45460542373328583,0.44434078283363726,30,12,18,100,1000,120.8,0.4428532082901629,0.4378206694721994
0.4611339637844027,0.4574353697070445,0.4493787371188669,30,12,18,400,300,116.6,0.44539755020669597,0.4414248655795901
0.4527656446574219,0.4475536469362042,0.4413383656333489,30,12,18,400,1000,115.2,0.4346244878549127,0.42910229280667034
0.6601783922084163,0.6435719327409577,0.6193065038236999,30,20,9,100,300,84.4,0.6490774580065312,0.6310984228267096
0.5637363414048033,0.5530664344659714,0.5369407573894237,30,20,9,100,1000,77.6,0.5488260281138005,0.537326969034107
0.5515626987829184,0.5414498030911717,0.5255049969608301,30,20,9,400,300,78.1,0.5368639260440352,0.5258344101489945
0.5402060981298503,0.5307501005983126,0.5166786819897375,30,20,9,400,1000,75.0,0.5240210275772066,0.5135542978815466
0.6575265397283123,0.6417314783664153,0.6202762110738872,30,20,18,100,300,155.9,0.6467300750588145,0.6299422994999507
0.5541608357010588,0.5460674305541813,0.5336301824915539,30,20,18,100,1000,152.3,0.5388848720954836,0.5302082422490694
0.5471212699489703,0.5394378368394319,0.5262937675812448,30,20,18,400,300,149.9,0.5319466102465998,0.5235606379316741
0.5381055369435845,0.5311656870699835,0.518227951882165,30,20,18,400,1000,157.7,0.5217395369981491,0.5140093947145646
0.5116689990529099,0.503677610443754,0.5012764513803486,100,12,9,100,300,210.7,0.4989115435426586,0.4904145983626103
0.4797506467070947,0.4748042455786217,0.4716367697157316,100,12,9,100,1000,206.9,0.4635631543473187,0.4581265859653581
0.46757700408520986,0.4626598853509067,0.4621121524391106,100,12,9,400,300,202.2,0.4502495795116287,0.44481900019380644
0.469999858643258,0.46496869908241145,0.46275108491299494,100,12,9,400,1000,202.0,0.4535019420818388,0.44780365443967113
0.4986556973834867,0.4906295145554214,0.48842429639681667,100,12,18,100,300,403.6,0.4854961040830816,0.47697028288170795
0.4646169939075244,0.4592758240815869,0.4566557821975319,100,12,18,100,1000,391.1,0.4480546016930592,0.442298847346662
0.4571222594461643,0.4516765285996055,0.45187509718276014,100,12,18,400,300,388.4,0.4409775287434306,0.43513603161727216
0.4542894703362877,0.4486486843060036,0.4481065264407786,100,12,18,400,1000,386.9,0.4370214452869977,0.43092896772803035
0.6717159294912571,0.6543837776150614,0.6457091160962922,100,20,9,100,300,272.0,0.6609589827278292,0.6422235261027068
0.5730969848606929,0.5621565639574386,0.5572961282388363,100,20,9,100,1000,257.7,0.5581924297849585,0.5461704719360404
0.5582347370057815,0.5476836001662346,0.5436325855561681,100,20,9,400,300,250.7,0.5437647289375038,0.5321573233195703
0.5498353193955585,0.5410342166195009,0.5358834089591903,100,20,9,400,1000,247.4,0.5342379453216294,0.5244865144941835
0.6620188569893841,0.6449110447052304,0.6381804560168497,100,20,18,100,300,529.4,0.6512663726840545,0.6327902076007064
0.5667076601218495,0.5570639805268053,0.5515287731648361,100,20,18,100,1000,500.3,0.5517388307706427,0.5411502525568315
0.5536491242949833,0.5447744948645385,0.5405538357151944,100,20,18,400,300,491.9,0.5383284593438824,0.5286078946868394
0.5412747550994444,0.5338373143878675,0.5290530511852762,100,20,18,400,1000,482.9,0.5251450168187848,0.5169417766846678
