acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times,f1_train,f1_test
0.9015809379727685,0.898337392777719,0.8951739788199697,30,12,9,100,300,21.8,0.8991887682759583,0.8949901553270619
0.8869515885022693,0.8864767552684528,0.8816944024205748,30,12,9,100,1000,17.3,0.8833269577572546,0.8820855026765417
0.8851815431164902,0.8842175862190688,0.8797125567322239,30,12,9,400,300,13.2,0.8816885819621659,0.8799941460559052
0.8864220877458396,0.8848000282396131,0.8799848714069591,30,12,9,400,1000,14.6,0.8829559184627976,0.8805169604774197
0.894841149773071,0.8915069363549719,0.8896217851739788,30,12,18,100,300,26.1,0.891907442540354,0.8875884644222154
0.8790468986384267,0.8781460693988492,0.8773071104387292,30,12,18,100,1000,24.7,0.8743339463384732,0.8724174890046937
0.8779652042360061,0.877563627378305,0.8742738275340394,30,12,18,400,300,24.2,0.8736460397396637,0.8722208918933855
0.8744024205748865,0.8734512337180981,0.8725642965204236,30,12,18,400,1000,25.4,0.8692804282790111,0.8672566371681416
0.9086686838124054,0.905061950651276,0.9030484114977307,30,20,9,100,300,16.2,0.9060228210277246,0.9015466276196578
0.8875945537065053,0.8858413639733136,0.8848260211800303,30,20,9,100,1000,15.6,0.883025284171416,0.8804170980624167
0.8880559757942511,0.8873062939037735,0.8825340393343419,30,20,9,400,300,14.4,0.8845694852855148,0.8829921750444392
0.8889183055975795,0.8876769388259381,0.8820877458396369,30,20,9,400,1000,13.5,0.885492611797731,0.8834645669291338
0.9064069591527988,0.9017790956263899,0.9007564296520424,30,20,18,100,300,33.6,0.9037742158761267,0.8981683104905853
0.8790468986384267,0.8765752409191994,0.8783509833585477,30,20,18,100,1000,31.2,0.8737246106706259,0.870170618049496
0.8776172465960665,0.875763352042077,0.8750907715582451,30,20,18,400,300,27.7,0.8723540225169429,0.8693360063856249
0.8761724659606657,0.8748279148575665,0.8738729198184568,30,20,18,400,1000,26.9,0.8709540101218723,0.8685498220640568
0.8996747352496218,0.8971901584948286,0.8965506807866869,100,12,9,100,300,53.0,0.8972505635996002,0.8938651312792668
0.8822617246596066,0.8811112287761658,0.8807564296520424,100,12,9,100,1000,50.4,0.8777422572714492,0.8756553200915602
0.8838880484114977,0.8836527939567228,0.8815128593040847,100,12,9,400,300,49.9,0.8798660134299623,0.8788858675681634
0.8830862329803328,0.882876204595997,0.8807034795763994,100,12,9,400,1000,45.2,0.878945472203512,0.8779653536356615
0.8955446293494705,0.8931836633838116,0.892375189107413,100,12,18,100,300,92.3,0.8928662865122774,0.8895418872056945
0.8774508320726172,0.8760104486568534,0.8765733736762481,100,12,18,100,1000,101.3,0.8724923067236481,0.870049390480771
0.8785325264750378,0.8780754703660559,0.8767700453857791,100,12,18,400,300,87.9,0.8740726799353817,0.8727574138883772
0.8748184568835098,0.8736453810582795,0.8739485627836611,100,12,18,400,1000,83.1,0.8695357399071322,0.8673792630740447
0.9064069591527988,0.9033146245896431,0.9028895612708018,100,20,9,100,300,55.3,0.9037592464394888,0.8998317729666473
0.8868532526475038,0.8848529775142081,0.8847655068078669,100,20,9,100,1000,50.2,0.8822501416965803,0.8793326674804868
0.884803328290469,0.8846058808994317,0.8831845688350983,100,20,9,400,300,51.4,0.8806064929872288,0.8796701880958516
0.8865204236006051,0.8850647746125878,0.8843343419062027,100,20,9,400,1000,48.9,0.8823612439816194,0.8800515748756678
0.9056278366111952,0.9021320907903562,0.9014523449319213,100,20,18,100,300,105.9,0.9029482691559704,0.8985119973644233
0.8807639939485628,0.8787814606939885,0.8795763993948563,100,20,18,100,1000,100.6,0.8757165046400328,0.8727016607354686
0.8792360060514373,0.8782872674644358,0.8773600605143722,100,20,18,400,300,95.7,0.8744643208177709,0.8725040674456441
0.8788653555219365,0.8771223834233471,0.8772390317700454,100,20,18,400,1000,90.7,0.8739928238700744,0.8712505085623405
