acc_train,acc_test,oob_score,n_trees,max_depth,max_features,min_samples_leaf,min_samples_split,times,f1_train,f1_test
0.7471287282231894,0.7445796831795747,0.7343367556013335,30,12,9,100,300,7.2,0.7369524643424964,0.7327926466612598
0.731113843018684,0.7345013825361139,0.7235161865523696,30,12,9,100,1000,6.6,0.7186529458118944,0.7208000434806239
0.7245794154456148,0.7294105486213401,0.7160846596006246,30,12,9,400,300,6.4,0.711989252293153,0.7158557433990936
0.7224086564552392,0.7256634881256945,0.7155308945520594,30,12,9,400,1000,6.2,0.7086936308693631,0.710593751703833
0.7440276439512243,0.740574204718712,0.7336500869411127,30,12,18,100,300,13.1,0.7346681055265998,0.7296766028489107
0.7307151321837171,0.7325890895935085,0.7235161865523696,30,12,18,100,1000,12.2,0.7189457866142643,0.719642373340558
0.7193518733871593,0.7232343592526552,0.71307217773643,30,12,18,400,300,11.6,0.709023264359369,0.7115695357104386
0.7221539245328992,0.7244230818926531,0.7141797078335603,30,12,18,400,1000,11.4,0.7119846618371354,0.713518160326671
0.7627006013888428,0.7562343334108588,0.745799692106633,30,20,9,100,300,8.3,0.7493741958123757,0.7408587676162741
0.7390991350189942,0.7396439000439311,0.7312245960283971,30,20,9,100,1000,7.3,0.7206602554220869,0.719788624669726
0.7299509364166972,0.7317621521048143,0.7222868281445548,30,20,9,400,300,6.7,0.7119585120081275,0.7127041239966787
0.7301945930380658,0.7311419489882937,0.7202046715619497,30,20,9,400,1000,6.5,0.7090633322584883,0.7090441299848986
0.7622243634470767,0.7531074760317338,0.7441826981648226,30,20,18,100,300,15.2,0.7484209662866049,0.7365285974298164
0.7364078368829673,0.7378091324908908,0.7274368430962111,30,20,18,100,1000,13.3,0.71676107964012,0.7165921787709497
0.7265618943194782,0.7277049900509084,0.7192743462803601,30,20,18,400,300,12.2,0.7094693983219384,0.7095725035142361
0.7279020057370059,0.7288161873013412,0.7200274667464088,30,20,18,400,1000,11.7,0.7097559246745269,0.7098379693634905
0.7514923968058832,0.7473964390004393,0.7393649422423054,100,12,9,100,300,24.3,0.7412830919656859,0.7357893883287834
0.731623306863364,0.7343980153500271,0.7252660841058356,100,12,9,100,1000,21.9,0.7193291326908822,0.7209946251153699
0.7253325359116634,0.7288678708943845,0.7197838101250401,100,12,9,400,300,21.0,0.7121901401912544,0.7146276451068923
0.7231728522222591,0.7260252732769982,0.7183550962997419,100,12,9,400,1000,20.5,0.7093570855475063,0.7108177404396924
0.7472173306309599,0.7449414683308784,0.7376593458927246,100,12,18,100,300,44.9,0.7390230515916576,0.7350762293321881
0.7315679303585075,0.7342171227743752,0.7270049063583303,100,12,18,100,1000,41.6,0.7202400877243608,0.7219293265201288
0.7265508190185068,0.72925549784221,0.7201382197561219,100,12,18,400,300,39.0,0.7159718387631142,0.71773042002317
0.7243468341252174,0.7275499392717781,0.7188534848434506,100,12,18,400,1000,37.7,0.7150886591801457,0.7174140287866199
0.7659788904763487,0.7588701966560716,0.7512376648835433,100,20,9,100,300,28.1,0.7519312498532484,0.7427988643567905
0.7412255928054845,0.7427707574230561,0.7343146049993908,100,20,9,100,1000,24.0,0.7231077349703139,0.723207830487737
0.730604379174004,0.732046411866553,0.7251885569990364,100,20,9,400,300,22.0,0.7125502245332074,0.7125550966096528
0.7290095358341363,0.7309093728195984,0.7230731745135174,100,20,9,400,1000,21.5,0.7084713451685928,0.7094668117519044
0.7665437308258852,0.7575781068299868,0.750683899834978,100,20,18,100,300,49.8,0.7524398980586515,0.7408491947291362
0.7402288157180671,0.7410135152595808,0.7328748158731213,100,20,18,100,1000,44.0,0.7204643235963626,0.7198054126593603
0.7332181502032318,0.7337519704369848,0.7256426443388599,100,20,18,400,300,40.3,0.715513983371126,0.7146536682637715
0.7314461020478231,0.733390185285681,0.7256537196398312,100,20,18,400,1000,38.9,0.7133941657604841,0.7145189407565234
