Date of flight,Origin,Destination,Flight number,Flight_times,Model,STD,ATD,STA,ATA
"30 Dec 2019
                            ",INI,ESB,"M96541
",1:48,UR-74026,10:53 AM,10:50 AM,â€”,"Landed 12:39 PM
                            "
"30 Dec 2019
                            ",OZH,INI,"M96541
",2:14,UR-74026,8:45 AM,6:30 AM,â€”,"Landed 8:44 AM
                            "
"20 Dec 2019
                            ",HME,OZH,"M96548
",5:57,UR-74026,4:25 PM,3:06 PM,â€”,"Landed 9:03 PM
                            "
"18 Dec 2019
                            ",GML,GHA,"M96547
",6:44,UR-74026,2:03 PM,2:00 PM,â€”,"Landed 8:44 PM
                            "
"18 Dec 2019
                            ",OZH,GML,"M96214
",1:14,UR-74026,11:27 AM,10:10 AM,â€”,"Landed 11:24 AM
                            "
"14 Dec 2019
                            ",ESB,OZH,"M96548
",3:02,UR-74026,2:19 PM,2:11 PM,â€”,"Landed 5:14 PM
                            "
"12 Dec 2019
                            ",CAI,XCR,"M96548
",6:09,UR-74026,11:54 AM,10:00 AM,â€”,"Landed 4:09 PM
                            "
"06 Dec 2019
                            ",ADB,ADJ,"M96547
",2:51,UR-74026,7:41 PM,7:37 PM,â€”,"Landed 10:28 PM
                            "
"04 Dec 2019
                            ",ZAZ,XCR,"M96547
",2:34,UR-74026,2:31 AM,11:58 PM,â€”,"Landed 2:33 AM
                            "
"03 Dec 2019
                            ",QGY,ZAZ,"M96548
",3:21,UR-74026,6:55 PM,6:51 PM,â€”,"Landed 10:12 PM
                            "
"27 Nov 2019
                            ",RUH,RUH,"M96547
",-,UR-74026,10:24 AM,10:17 AM,â€”,"Unknown
                            "
"26 Nov 2019
                            ",BOJ,RUH,"M96547
",5:30,UR-74026,9:48 PM,4:17 PM,â€”,"Landed 9:47 PM
                            "
"26 Nov 2019
                            ",ORB,BOJ,"M96547
",4:43,UR-74026,11:55 AM,11:51 AM,â€”,"Landed 4:35 PM
                            "
"26 Nov 2019
                            ",RIX,ORB,"M96548
",1:16,UR-74026,10:54 AM,9:35 AM,â€”,"Landed 10:52 AM
                            "
"25 Nov 2019
                            ",CAI,RIX,"M96548
",5:28,UR-74026,9:46 PM,4:15 PM,â€”,"Landed 9:42 PM
                            "
"24 Nov 2019
                            ",BOJ,ASW,"M96547
",4:00,UR-74026,7:48 AM,7:35 AM,â€”,"Landed 11:35 AM
                            "
"23 Nov 2019
                            ",OZH,BOJ,"M96547
",1:54,UR-74026,2:58 PM,3:10 PM,â€”,"Landed 5:04 PM
                            "
"12 Nov 2019
                            ",GML,OZH,"M96216
",1:06,UR-74026,3:16 PM,3:11 PM,â€”,"Landed 4:17 PM
                            "
"11 Nov 2019
                            ",TGD,GML,"M96547
",2:54,UR-74026,2:36 PM,11:40 AM,â€”,"Landed 2:33 PM
                            "
"10 Nov 2019
                            ",RUH,TGD,"M96548
",6:33,UR-74026,9:41 AM,7:10 AM,â€”,"Landed 1:43 PM
                            "
"08 Nov 2019
                            ",BSL,CAI,"M96547
",4:44,UR-74026,6:28 AM,6:25 AM,â€”,"Landed 11:09 AM
                            "
"07 Nov 2019
                            ",OZH,BSL,"M96547
",4:43,UR-74026,10:41 AM,10:34 AM,â€”,"Landed 3:17 PM
                            "
"01 Nov 2019
                            ",MSQ,OZH,"M9318
",2:00,UR-74026,12:00 PM,12:00 PM,2:15 PM,"Landed 2:00 PM
                            "
"01 Nov 2019
                            ",OZH,MSQ,"M9317
",-,UR-74026,4:45 AM,â€”,7:00 AM,"Landed 6:37 AM
                            "
"29 Oct 2019
                            ",IEV,OZH,"M9202
",1:17,UR-74026,6:00 PM,6:01 PM,7:15 PM,"Landed 7:18 PM
                            "
"29 Oct 2019
                            ",LWO,IEV,"M9264
",0:54,UR-74026,3:50 PM,3:47 PM,5:10 PM,"Landed 4:42 PM
                            "
"29 Oct 2019
                            ",IEV,LWO,"M9263
",1:31,UR-74026,8:00 AM,8:06 AM,9:15 AM,"Landed 9:37 AM
                            "
"29 Oct 2019
                            ",OZH,IEV,"M9201
",1:05,UR-74026,5:20 AM,5:31 AM,6:50 AM,"Landed 6:35 AM
                            "
"25 Oct 2019
                            ",MSQ,OZH,"M9318
",2:00,UR-74026,12:00 PM,12:00 PM,2:15 PM,"Landed 2:00 PM
                            "
"25 Oct 2019
                            ",OZH,MSQ,"M9317
",2:03,UR-74026,3:45 AM,9:31 AM,6:00 AM,"Landed 11:34 AM
                            "
"22 Oct 2019
                            ",DNK,OZH,"M96218
",-,UR-74026,12:29 PM,12:25 PM,â€”,"Unknown
                            "
"19 Oct 2019
                            ",OPO,BTS,"M96532
",3:25,UR-74026,6:57 PM,6:51 PM,â€”,"Landed 10:17 PM
                            "
"17 Oct 2019
                            ",BTS,OPO,"M96531
",4:48,UR-74026,2:44 PM,2:41 PM,â€”,"Landed 7:29 PM
                            "
"17 Oct 2019
                            ",DNK,BTS,"M96531
",2:42,UR-74026,1:56 PM,11:10 AM,â€”,"Landed 1:51 PM
                            "
"16 Oct 2019
                            ",HME,DNK,"M96548
",5:52,UR-74026,12:58 PM,11:51 AM,â€”,"Landed 5:43 PM
                            "
"10 Oct 2019
                            ",LWO,ASW,"M96547
",5:51,UR-74026,5:58 PM,5:48 PM,â€”,"Landed 11:40 PM
                            "
"05 Sep 2019
                            ",ASW,ODS,"M96546
",4:35,UR-74026,1:36 AM,9:04 PM,â€”,"Landed 1:38 AM
                            "
"01 Sep 2019
                            ",OZH,ASW,"M96545
",5:43,UR-74026,7:13 PM,7:03 PM,â€”,"Landed 12:47 AM
                            "
"29 Aug 2019
                            ",MSQ,OZH,"M9318
",2:00,UR-74026,12:00 PM,11:50 AM,2:15 PM,"Landed 1:50 PM
                            "
"29 Aug 2019
                            ",OZH,MSQ,"M9317
",2:03,UR-74026,3:45 AM,3:55 AM,6:00 AM,"Landed 5:58 AM
                            "
"28 Aug 2019
                            ",MSQ,OZH,"M9318
",2:00,UR-74026,12:00 PM,11:55 AM,2:15 PM,"Landed 1:55 PM
                            "
"28 Aug 2019
                            ",OZH,MSQ,"M9317
",1:36,UR-74026,3:45 AM,3:51 AM,6:00 AM,"Landed 5:27 AM
                            "
"25 Aug 2019
                            ",LWO,OZH,"M96216
",2:01,UR-74026,5:57 PM,5:51 PM,â€”,"Landed 7:52 PM
                            "
"23 Aug 2019
                            ",GRO,LWO,"M96532
",3:11,UR-74026,1:20 PM,1:14 PM,â€”,"Landed 4:25 PM
                            "
"21 Aug 2019
                            ",OZH,GRO,"M96531
",5:39,UR-74026,11:46 AM,6:10 AM,â€”,"Landed 11:49 AM
                            "
"19 Aug 2019
                            ",MSQ,OZH,"M9318
",1:37,UR-74026,12:00 PM,12:00 PM,2:15 PM,"Landed 1:36 PM
                            "
"19 Aug 2019
                            ",OZH,MSQ,"M9317
",2:03,UR-74026,3:45 AM,3:45 AM,6:00 AM,"Landed 5:48 AM
                            "
"18 Aug 2019
                            ",IEV,OZH,"M9204
",1:19,UR-74026,5:30 PM,5:32 PM,6:45 PM,"Landed 6:51 PM
                            "
"18 Aug 2019
                            ",LWO,IEV,"M9266
",1:02,UR-74026,3:00 PM,3:03 PM,4:20 PM,"Landed 4:05 PM
                            "
"17 Aug 2019
                            ",IEV,LWO,"M9265
",1:24,UR-74026,8:00 AM,1:43 PM,9:20 AM,"Landed 3:07 PM
                            "
"17 Aug 2019
                            ",OZH,IEV,"M96215
",1:00,UR-74026,10:42 AM,9:38 AM,â€”,"Landed 10:39 AM
                            "
"16 Aug 2019
                            ",GRQ,OZH,"M96534
",3:46,UR-74026,9:36 AM,9:34 AM,â€”,"Landed 1:21 PM
                            "
